row_id,shared_source_id,shared_source_path,shared_source_files,verification_file,decision
paper-2002-01,probe-atis-spreadsheet-model,/Users/dlev2617/Documents/Code/Agents/github-packages/_shared_sources/probe-atis-spreadsheet-model,"Qp2.xls; Qpi2.xls; ServiceTime.xls; Qp2.xlsx; Qpi2.xlsx; ServiceTime.xlsx",/Users/dlev2617/Documents/Code/Agents/github-packages/_shared_sources/probe-atis-spreadsheet-model/metadata/DEDUP_VERIFICATION_2002_01_2003_03.csv,Per-paper duplicate workbook copies removed; use shared source for archive upload/reference.
